Blender 4.5.9 LTS (hash 8bf95cbd38d1 built 2026-04-21 01:33:45)
Fra:1 Mem:52.06M (Peak 52.32M) | Time:00:00.19 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Foundation
Fra:1 Mem:49.03M (Peak 49.04M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Woven mat stitch
Fra:1 Mem:49.06M (Peak 49.06M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.006
Fra:1 Mem:49.08M (Peak 49.08M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Umbrella hooked handle.003
Fra:1 Mem:49.09M (Peak 49.09M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.007
Fra:1 Mem:49.09M (Peak 49.09M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Umbrella hooked handle.002
Fra:1 Mem:49.11M (Peak 49.11M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.008
Fra:1 Mem:49.13M (Peak 49.13M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Umbrella hooked handle.001
Fra:1 Mem:49.14M (Peak 49.14M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.001
Fra:1 Mem:49.14M (Peak 49.14M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Umbrella hooked handle
Fra:1 Mem:49.14M (Peak 49.14M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.002
Fra:1 Mem:49.18M (Peak 49.18M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.003
Fra:1 Mem:49.23M (Peak 49.23M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.009
Fra:1 Mem:49.20M (Peak 49.23M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.011
Fra:1 Mem:49.33M (Peak 49.33M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wheel spoke.003
Fra:1 Mem:49.31M (Peak 49.33M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.012
Fra:1 Mem:49.32M (Peak 49.33M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wheel spoke.002
Fra:1 Mem:49.33M (Peak 49.33M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wheel spoke.001
Fra:1 Mem:49.34M (Peak 49.34M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.013
Fra:1 Mem:49.32M (Peak 49.34M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.015
Fra:1 Mem:49.33M (Peak 49.34M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.016
Fra:1 Mem:49.35M (Peak 49.35M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.004
Fra:1 Mem:49.35M (Peak 49.35M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Chair seat dent
Fra:1 Mem:49.40M (Peak 49.40M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.005
Fra:1 Mem:49.44M (Peak 49.44M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.006
Fra:1 Mem:49.48M (Peak 49.48M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Chair-shaped dent
Fra:1 Mem:49.51M (Peak 49.51M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.007
Fra:1 Mem:49.52M (Peak 49.52M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fine worn joint.005
Fra:1 Mem:49.48M (Peak 49.52M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.018
Fra:1 Mem:49.50M (Peak 49.52M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fine worn joint.004
Fra:1 Mem:49.55M (Peak 49.55M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fine worn joint.003
Fra:1 Mem:49.55M (Peak 49.55M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.020
Fra:1 Mem:49.54M (Peak 49.55M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.021
Fra:1 Mem:49.55M (Peak 49.55M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.023
Fra:1 Mem:49.63M (Peak 49.63M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.024
Fra:1 Mem:49.63M (Peak 49.63M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.025
Fra:1 Mem:49.71M (Peak 49.71M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fine worn joint.001
Fra:1 Mem:49.71M (Peak 49.71M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Fine worn joint
Fra:1 Mem:49.69M (Peak 49.71M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Presentation ground
Fra:1 Mem:49.71M (Peak 49.71M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.026
Fra:1 Mem:49.71M (Peak 49.71M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.008
Fra:1 Mem:49.73M (Peak 49.73M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.009
Fra:1 Mem:49.75M (Peak 49.75M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.011
Fra:1 Mem:49.74M (Peak 49.75M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lantern cage.006
Fra:1 Mem:49.88M (Peak 49.88M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lantern cage.005
Fra:1 Mem:49.84M (Peak 49.88M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.029
Fra:1 Mem:49.85M (Peak 49.88M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.030
Fra:1 Mem:49.85M (Peak 49.88M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.031
Fra:1 Mem:49.89M (Peak 49.89M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lantern cap.001
Fra:1 Mem:49.91M (Peak 49.91M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.033
Fra:1 Mem:49.90M (Peak 49.91M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.034
Fra:1 Mem:49.94M (Peak 49.94M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lantern base.001
Fra:1 Mem:49.96M (Peak 49.96M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sconce bracket.001
Fra:1 Mem:49.99M (Peak 49.99M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.035
Fra:1 Mem:49.95M (Peak 49.99M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.012
Fra:1 Mem:49.98M (Peak 49.99M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.013
Fra:1 Mem:50.01M (Peak 50.01M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.014
Fra:1 Mem:50.04M (Peak 50.04M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lantern cage.002
Fra:1 Mem:50.03M (Peak 50.04M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.015
Fra:1 Mem:50.05M (Peak 50.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lantern cage.001
Fra:1 Mem:50.06M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lantern cage
Fra:1 Mem:50.05M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.036
Fra:1 Mem:50.05M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.038
Fra:1 Mem:50.06M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.039
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.041
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.043
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.016
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Lantern base
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.045
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.046
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.047
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.048
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.050
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.052
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.020
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.021
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.022
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.055
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.056
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.057
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.059
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.060
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.061
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.024
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.025
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.026
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.027
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.064
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.065
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.067
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.068
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.069
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.028
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.029
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.031
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.072
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.074
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.075
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.076
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.077
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.079
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.080
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Sconce bracket
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.032
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.033
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.034
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.035
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.036
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.081
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.083
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.084
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.086
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.088
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North ashlar.089
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Subtle damp boot mark.002
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.039
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.040
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West ashlar.043
Fra:1 Mem:50.04M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North capital
Fra:1 Mem:50.03M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North pilaster.001
Fra:1 Mem:50.06M (Peak 50.07M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Subtle damp boot mark.001
Fra:1 Mem:50.10M (Peak 50.10M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Subtle damp boot mark
Fra:1 Mem:50.11M (Peak 50.12M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North pilaster.002
Fra:1 Mem:50.11M (Peak 50.12M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Boot wiping mat
Fra:1 Mem:50.18M (Peak 50.18M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North pilaster.003
Fra:1 Mem:50.15M (Peak 50.18M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North capital.003
Fra:1 Mem:50.18M (Peak 50.18M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | North coping
Fra:1 Mem:50.17M (Peak 50.18M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | West coping
Fra:1 Mem:50.19M (Peak 50.19M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | East cutaway sill
Fra:1 Mem:50.19M (Peak 50.19M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | South cutaway sill
Fra:1 Mem:50.18M (Peak 50.19M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Door jamb
Fra:1 Mem:50.21M (Peak 50.21M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Door jamb.001
Fra:1 Mem:50.30M (Peak 50.30M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Furled umbrella.002
Fra:1 Mem:50.32M (Peak 50.32M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Door lintel
Fra:1 Mem:50.34M (Peak 50.34M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Furled umbrella.001
Fra:1 Mem:50.33M (Peak 50.34M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Door rivet.002
Fra:1 Mem:50.30M (Peak 50.34M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Door rivet.003
Fra:1 Mem:50.32M (Peak 50.34M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Door rivet.005
Fra:1 Mem:50.32M (Peak 50.34M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Door rivet.007
Fra:1 Mem:50.36M (Peak 50.36M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Door rivet.008
Fra:1 Mem:50.35M (Peak 50.36M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Door rivet.009
Fra:1 Mem:50.35M (Peak 50.36M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Door rivet.010
Fra:1 Mem:50.38M (Peak 50.38M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Door rivet.011
Fra:1 Mem:50.40M (Peak 50.40M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Door rivet.013
Fra:1 Mem:50.38M (Peak 50.40M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Door hinge.001
Fra:1 Mem:50.38M (Peak 50.40M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Door wheel hub
Fra:1 Mem:50.39M (Peak 50.40M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Brass hand wheel
Fra:1 Mem:50.39M (Peak 50.40M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Service hatch face
Fra:1 Mem:50.40M (Peak 50.40M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Service ventilation slat
Fra:1 Mem:50.41M (Peak 50.41M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Umbrella stand dark interior
Fra:1 Mem:50.45M (Peak 50.45M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Service ventilation slat.002
Fra:1 Mem:50.45M (Peak 50.45M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Service ventilation slat.003
Fra:1 Mem:50.48M (Peak 50.48M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Service ventilation slat.004
Fra:1 Mem:50.48M (Peak 50.48M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster oak frame
Fra:1 Mem:50.50M (Peak 50.50M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Public service sheet
Fra:1 Mem:50.62M (Peak 50.62M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Umbrella stand
Fra:1 Mem:50.68M (Peak 50.68M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Mouthpiece dark opening
Fra:1 Mem:50.69M (Peak 50.69M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Speaking tube mouthpiece
Fra:1 Mem:50.70M (Peak 50.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Conduit bracket.003
Fra:1 Mem:50.71M (Peak 50.71M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster pin
Fra:1 Mem:50.72M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Conduit bracket.002
Fra:1 Mem:50.69M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line
Fra:1 Mem:50.71M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Conduit bracket.001
Fra:1 Mem:50.68M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.003
Fra:1 Mem:50.71M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster pin.001
Fra:1 Mem:50.69M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.005
Fra:1 Mem:50.70M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.006
Fra:1 Mem:50.67M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.009
Fra:1 Mem:50.68M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster pin.002
Fra:1 Mem:50.69M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.011
Fra:1 Mem:50.69M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Roster unlettered line.012
Fra:1 Mem:50.69M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Conduit bracket
Fra:1 Mem:50.69M (Peak 50.72M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Public service sheet.003
